,GENENAME,GENEID,PROTEINID,TXBIOTYPE,chemical,protein,experimental,prediction,database,textmining,combined_score,CIDs,Source,ID,pref_name,max_phase,molecule_type,first_approval,mechanism_of_action,action_type,synonyms
613,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00004760,9606.ENSP00000269305,0,0,700,0,700,CIDs00004760,ChEMBL,CHEMBL711,PHENINDIONE,4,Small molecule,1982,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,INHIBITOR,Phenindione | Phenylindanedione | NSC-41693 | Dindevan | Hedulin
614,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00004666,9606.ENSP00000269305,0,0,700,931,978,CIDs00036314,ChEMBL,CHEMBL428647,PACLITAXEL,4,Small molecule,1992,Tubulin inhibitor,INHIBITOR,Paclitaxel | Taxol | ABI-007 | ABI-007 COMPONENT PACLITAXEL | BMS 181339-01 | BMS-181339-01 | DHP 107 | DHP-107 | MBT 0206 | MBT-0206 | NK 105 | NK-105 | NSC-125973 | QW-8184 | Abraxane | Pacitaxel | Paxene | Taxol 100
615,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00004485,9606.ENSP00000269305,0,0,700,0,700,CIDs00004485,ChEMBL,CHEMBL193,NIFEDIPINE,4,Small molecule,1981,Voltage-gated L-type calcium channel blocker,BLOCKER,Nifedipine | BAY A 1040 | BAY-A-1040 | Adalat | Adalat a.r. | Adalat cc | Adalat ic | Adalat la 20 | Adalat la 30 | Adalat la 60 | Adalat ret | Adalate lp | Adanif xl | Adipine mr 10 | Adipine mr 20 | Adipine xl | Afeditab cr | Angiopine 10 | Angiopine 40 la | Angiopine 5 | Angiopine mr 10 | Angiopine mr 20 | Calanif | Calchan mr 10 | Calchan mr 20 | Calcilat | Cardilate mr | Coracten sr | Coracten xl | Coroday mr | Fortipine la40 | Genalat 10 ret | Genalat 20 ret | Hypolar ret 10 | Hypolar ret 20 | Hypolar xl 30 | Kentipine | Kentipine mr 10 | Kentipine mr 20 | Neozipine xl | Nife-wolff | Nifedipress mr 10 | Nifedipress mr 20 | Nifedotard 20 mr | Nifelease | Nifensar xl | Nifopress mr | Nifopress ret | Nimodrel mr 10 | Nimodrel mr 20 | Nimodrel xl | Nivaten ret | Procardia | Procardia xl | Slofedipine xl 30 | Slofedipine xl 60 | Tensipine mr 10 | Tensipine mr 20 | Unipine xl | Valni 20 ret | Valni xl | Vasad
616,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00004253,9606.ENSP00000269305,0,0,700,0,700,CIDs05288826,ChEMBL,CHEMBL2103744,MORPHINE SULFATE,4,Small molecule,1984,Mu opioid receptor agonist,AGONIST,Morphine sulfate | Morphine sulfate hydrate | Morphine sulfate anhydrous | Morphine sulfate pentahydrate | NSC-11441 | Arymo er | Astramorph pf | Avinza | Depodur | Duramorph | Duramorph pf | Duromorph | Filnarine sr | Infumorph | Kadian | Moraxen | Morcap sr | Morphabond | Morphabond er | Morphgesic sr | Morphine sulfate (autoinjector) | Ms contin | Mst continus | Oramorph | Oramorph sr | Oramorph udv | Rhotard | Sevredol | Srm-rhotard | Zomorph | Morphine sulfate cii
617,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00004112,9606.ENSP00000269305,0,0,700,435,825,CIDs00126941,ChEMBL,CHEMBL3244648,METHOTREXATE SODIUM,4,Small molecule,1953,Dihydrofolate reductase inhibitor,INHIBITOR,Methotrexate sodium | Methotrexate disodium salt | ADX-2191 SODIUM | Abitrexate | Folex | Folex pfs | Methotrexate lpf | Methotrexate preservative free | Methotrexate sodium preservative free | Mexate | Mexate-aq | Mexate-aq preserved | Trexall | Xatmep
618,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00004112,9606.ENSP00000269305,0,0,700,435,825,CIDs00126941,ChEMBL,CHEMBL34259,METHOTREXATE,4,Small molecule,1953,Dihydrofolate reductase inhibitor,INHIBITOR,Methotrexate | Abitrexate | Amethopterin | Folex | Methylaminopterin | Mexate | Mexate-AQ | TCMDC-123832 | TCMDC-125488 | TCMDC-125858 | Trexall | ADX-2191 | CL 14377 | CL-14377 | EMT-25299 | NSC-740 | R-9985 | Ebetrex | Emtexate high-pot | Emtexate pf | Maxtrex | Metoject | Otrexup | Otrexup pfs | Rasuvo | Reditrex | Rheumatrex | Zlatal | R-methotrexate
619,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003657,9606.ENSP00000269305,0,0,900,468,945,CIDs00003657,ChEMBL,CHEMBL467,HYDROXYUREA,4,Small molecule,1967,Ribonucleoside-diphosphate reductase RR1 inhibitor,INHIBITOR,Hydroxycarbamide | Hydroxyurea | NSC-32065 | SQ 1089 | SQ-1089 | Droxia | Hydrea | Siklos
620,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003637,9606.ENSP00000269305,0,0,700,0,700,CIDs00003637,ChEMBL,CHEMBL542541,HYDRALAZINE HYDROCHLORIDE,4,Small molecule,1953,Unknown,NA,Hydralazine hydrochloride | MC-1101 | NSC-89394 | Apresoline | Dralzine
621,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003394,9606.ENSP00000269305,0,0,700,800,938,CIDs00092337,ChEMBL,CHEMBL190083,TARENFLURBIL,3,Small molecule,NA,Gamma-secretase modulator,MODULATOR,Tarenflurbil | E-7869 | MPC-7869 | Flurizan
622,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003394,9606.ENSP00000269305,0,0,700,800,938,CIDs00072099,ChEMBL,CHEMBL435298,ESFLURBIPROFEN,3,Small molecule,NA,Cyclooxygenase inhibitor,INHIBITOR,Esflurbiprofen | BTS 24332 | BTS-24332
623,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003394,9606.ENSP00000269305,0,0,700,800,938,CIDs00003394,ChEMBL,CHEMBL563,FLURBIPROFEN,4,Small molecule,1986,Cyclooxygenase inhibitor,INHIBITOR,Flurbiprofen | Flubiprofen | Ocufen | BTS 18,322 | BTS-18322 | U-27,182 | U-27182 | Ansaid | Cebutid | Froben | Froben sr | Strefen | Transact
624,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003385,9606.ENSP00000269305,0,0,900,917,991,CIDs00003385,ChEMBL,CHEMBL185,FLUOROURACIL,4,Small molecule,1962,Thymidylate synthase inhibitor,INHIBITOR,Fluorouracil | 5-Fluorouracil | 5-FU | Fluracil | 5 FU | NSC-19893 | RO 2-9757 | RO-2-9757 | RO-29757 | 5.f.u. | Accusite | Actikerall | Adrucil | Carac | Efudex | Efudix | Fluoro-uracil roche | Fluoroplex | Tolak
625,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003385,9606.ENSP00000269305,0,0,900,917,991,CIDs00003385,ChEMBL,CHEMBL185,FLUOROURACIL,4,Small molecule,1962,DNA inhibitor,INHIBITOR,Fluorouracil | 5-Fluorouracil | 5-FU | Fluracil | 5 FU | NSC-19893 | RO 2-9757 | RO-2-9757 | RO-29757 | 5.f.u. | Accusite | Actikerall | Adrucil | Carac | Efudex | Efudix | Fluoro-uracil roche | Fluoroplex | Tolak
626,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003385,9606.ENSP00000269305,0,0,900,917,991,CIDs00003385,ChEMBL,CHEMBL185,FLUOROURACIL,4,Small molecule,1962,RNA inhibitor,INHIBITOR,Fluorouracil | 5-Fluorouracil | 5-FU | Fluracil | 5 FU | NSC-19893 | RO 2-9757 | RO-2-9757 | RO-29757 | 5.f.u. | Accusite | Actikerall | Adrucil | Carac | Efudex | Efudix | Fluoro-uracil roche | Fluoroplex | Tolak
627,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00003310,9606.ENSP00000269305,0,0,900,937,993,CIDs00036462,ChEMBL,CHEMBL44657,ETOPOSIDE,4,Small molecule,1983,DNA topoisomerase II inhibitor,INHIBITOR,Etoposide | NSC-141540 | VP-16-213 | Toposar | Vepesid | Etoposide resolution mixture
628,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002973,9606.ENSP00000269305,0,0,700,849,953,CIDs00002973,ChEMBL,CHEMBL1234,DEFEROXAMINE MESYLATE,4,Small molecule,1968,Iron chelating agent,CHELATING AGENT,Desferrioxamine mesilate | Deferoxamine mesylate | Deferoxamine mesilate | Deferoxamine methanesulfonate | BA-33112 | Desferal | Desferal Mesylate | Desferrioxamine Mesylate
629,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002958,9606.ENSP00000269305,0,0,700,859,956,CIDs00030323,ChEMBL,CHEMBL1200475,DAUNORUBICIN CITRATE,4,Small molecule,1996,DNA topoisomerase II alpha inhibitor,INHIBITOR,Daunorubicin citrate | Daunoxome
630,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002958,9606.ENSP00000269305,0,0,700,859,956,CIDs00030323,ChEMBL,CHEMBL1200475,DAUNORUBICIN CITRATE,4,Small molecule,1996,DNA inhibitor,INHIBITOR,Daunorubicin citrate | Daunoxome
631,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002958,9606.ENSP00000269305,0,0,700,859,956,CIDs00030323,ChEMBL,CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,4,Small molecule,1979,DNA topoisomerase II alpha inhibitor,INHIBITOR,Daunorubicin hydrochloride | FI 6339 HYDROCHLORIDE | FI 6339 [AS THE BASE] | FI-6339 | FI-6339 HYDROCHLORIDE | NDC 0082-4155 | NDC-0082-4155 | NSC-82151 | RP 13057 HYDROCHLORIDE | RP 13057 [AS THE BASE) | RP-13057 | RP-13057 HYDROCHLORIDE | Cerubidine | Daunoxome
632,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002958,9606.ENSP00000269305,0,0,700,859,956,CIDs00030323,ChEMBL,CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,4,Small molecule,1979,DNA inhibitor,INHIBITOR,Daunorubicin hydrochloride | FI 6339 HYDROCHLORIDE | FI 6339 [AS THE BASE] | FI-6339 | FI-6339 HYDROCHLORIDE | NDC 0082-4155 | NDC-0082-4155 | NSC-82151 | RP 13057 HYDROCHLORIDE | RP 13057 [AS THE BASE) | RP-13057 | RP-13057 HYDROCHLORIDE | Cerubidine | Daunoxome
633,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002958,9606.ENSP00000269305,0,0,700,859,956,CIDs00030323,ChEMBL,CHEMBL178,DAUNORUBICIN,4,Small molecule,1979,DNA inhibitor,INHIBITOR,Daunorubicin | Cerubidine | Daunoxome | FI 6339 | FI-6339 | NSC-83142 | RP 13057 | RP-13057 | Epirubicin hydrochloride impurity, daunorubicin- | Valrubicin impurity, daunorubicin
634,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002958,9606.ENSP00000269305,0,0,700,859,956,CIDs00030323,ChEMBL,CHEMBL178,DAUNORUBICIN,4,Small molecule,1979,DNA topoisomerase II alpha inhibitor,INHIBITOR,Daunorubicin | Cerubidine | Daunoxome | FI 6339 | FI-6339 | NSC-83142 | RP 13057 | RP-13057 | Epirubicin hydrochloride impurity, daunorubicin- | Valrubicin impurity, daunorubicin
635,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002900,9606.ENSP00000269305,0,0,700,320,789,CIDs00006197,ChEMBL,CHEMBL123292,CYCLOHEXIMIDE,0,Small molecule,NA,80S Ribosome inhibitor,INHIBITOR,Cicloheximide | Cycloheximide | TCMDC-125838 | GNF-Pf-5118 | NSC-171
636,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002788,9606.ENSP00000269305,0,0,700,0,700,CIDs00002788,ChEMBL,CHEMBL497,CLIOQUINOL,4,Small molecule,1982,Zinc chelating agent,CHELATING AGENT,Clioquinol | Iodochlorhydroxyquin | 4-stearylamino-phenyl-trimethylam. metilsulf. | NSC-3531 | NSC-74938 | Domeform-hc | Oralcer | Quin-o-creme | Vioform
637,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002788,9606.ENSP00000269305,0,0,700,0,700,CIDs00002788,ChEMBL,CHEMBL497,CLIOQUINOL,4,Small molecule,1982,Copper chelating agent,CHELATING AGENT,Clioquinol | Iodochlorhydroxyquin | 4-stearylamino-phenyl-trimethylam. metilsulf. | NSC-3531 | NSC-74938 | Domeform-hc | Oralcer | Quin-o-creme | Vioform
638,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002788,9606.ENSP00000269305,0,0,700,0,700,CIDs00002788,ChEMBL,CHEMBL497,CLIOQUINOL,4,Small molecule,1982,Iron chelating agent,CHELATING AGENT,Clioquinol | Iodochlorhydroxyquin | 4-stearylamino-phenyl-trimethylam. metilsulf. | NSC-3531 | NSC-74938 | Domeform-hc | Oralcer | Quin-o-creme | Vioform
639,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002719,9606.ENSP00000269305,0,0,700,298,783,CIDs00002719,ChEMBL,CHEMBL58510,CHLOROQUINE PHOSPHATE,4,Small molecule,1949,Ferriprotoporphyrin IX inhibitor,INHIBITOR,Chloroquine phosphate | Chloroquine diphosphate | NSC-14050 | SN-7618 | WR-1522 | Aralen | Avloclor | Malarivon | Chloroquine Diphosphate | Chloroquine Phosphate
640,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002662,9606.ENSP00000269305,0,0,700,856,955,CIDs00002662,ChEMBL,CHEMBL118,CELECOXIB,4,Small molecule,1998,Cyclooxygenase-2 inhibitor,INHIBITOR,Celecoxib | DFN-15 | DFN15 | SC-58635 | Celebra | Celebrex | Elyxyb | Onsenal
641,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002578,9606.ENSP00000269305,0,0,700,442,827,CIDs00002578,ChEMBL,CHEMBL513,CARMUSTINE,4,Small molecule,1977,Glutathione reductase inhibitor,INHIBITOR,Carmustine | BCNU | DTI-015 | FDA-0345 | NSC-409962 | SK-27702 | SRI-1720 | Bicnu | Gliadel
642,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002578,9606.ENSP00000269305,0,0,700,442,827,CIDs00002578,ChEMBL,CHEMBL513,CARMUSTINE,4,Small molecule,1977,DNA inhibitor,INHIBITOR,Carmustine | BCNU | DTI-015 | FDA-0345 | NSC-409962 | SK-27702 | SRI-1720 | Bicnu | Gliadel
643,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002578,9606.ENSP00000269305,0,0,700,442,827,CIDs00002578,ChEMBL,CHEMBL513,CARMUSTINE,4,Small molecule,1977,RNA inhibitor,INHIBITOR,Carmustine | BCNU | DTI-015 | FDA-0345 | NSC-409962 | SK-27702 | SRI-1720 | Bicnu | Gliadel
644,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002548,9606.ENSP00000269305,0,0,700,817,943,CIDs01548943,ChEMBL,CHEMBL294199,CAPSAICIN,4,Small molecule,2009,Vanilloid receptor opener,OPENER,Capsaicin | Ngx-1998 | ALGRX 4975 | ALGRX-4975 | FEMA NO. 3404 | NGX-1998 | NGX-4010 | NSC-56353 | Qutenza | Zacin | Zostrix | Zostrix hp
645,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002548,9606.ENSP00000269305,0,0,700,817,943,CIDs01548942,ChEMBL,CHEMBL313971,ZUCAPSAICIN,3,Small molecule,NA,Vanilloid receptor agonist,AGONIST,Zucapsaicin
646,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002519,9606.ENSP00000269305,0,0,700,869,959,CIDs00002519,ChEMBL,CHEMBL113,CAFFEINE,4,Small molecule,1948,Adenosine receptor antagonist,ANTAGONIST,Caffeine | Anhydrous caffeine | Cafcit | Coffeine | Methyltheobromine | Theine | FEMA NO. 2224 | NSC-5036 | Nodoz | Nodoz caplets and chewable tablets | Pro-plus | Yeast-vite | Zanthine | Caffeine melting point standard
647,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002519,9606.ENSP00000269305,0,0,700,869,959,CIDs00002519,ChEMBL,CHEMBL1200569,CAFFEINE, CITRATED,4,Small molecule,1999,Adenosine receptor antagonist,ANTAGONIST,Caffeine citrate | Caffeine mixture with citric acid | Caffeine, citrated | Cafcit | Peyona
648,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002244,9606.ENSP00000269305,0,0,800,857,970,CIDs00002244,ChEMBL,CHEMBL25,ASPIRIN,4,Small molecule,1950,Cyclooxygenase inhibitor,INHIBITOR,Acetylsalicylic acid | Aspirin | Acetylsalicylic Acid | BAY1019036 | NSC-27223 | NSC-406186 | 8-hour bayer | Acetosalic Acid | Acetylsalic acid | Alka rapid | Anadin all night | Angettes 75 | Aspro clr | Bayer extra strength aspirin for migraine pain | Danamep | Disprin cv | Disprin direct | Durlaza | Ecotrin | Enprin | Equi-Prin | Gencardia | Levius | Max strgh aspro clr | Measurin | Micropirin ec | Nu-seals 300 | Nu-seals 600 | Nu-seals 75 | Nu-seals cardio 75 | Paynocil | Platet | Platet 300 | Postmi 300 | Postmi 75 | Salicylic Acid Acetate | Vazalore
649,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002179,9606.ENSP00000269305,0,0,700,800,938,CIDs00002179,ChEMBL,CHEMBL43,AMSACRINE,4,Small molecule,NA,DNA topoisomerase II inhibitor,INHIBITOR,Amsacrine | CI-880 | M-AMSA | NCI-249992 | NSC-156303 | NSC-249992 | SN-11841 | SN-21429 | Amsidyl
650,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002165,9606.ENSP00000269305,0,0,700,0,700,CIDs00002165,ChEMBL,CHEMBL1357648,AMODIAQUINE HYDROCHLORIDE,4,Small molecule,1982,Ferriprotoporphyrin IX inhibitor,INHIBITOR,Amodiaquine hydrochloride | Camoquin | Camoquin hydrochloride
651,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002141,9606.ENSP00000269305,0,0,700,152,738,CIDs00002141,ChEMBL,CHEMBL1006,AMIFOSTINE,4,Small molecule,1995,Reactive metabolite scavenging agent,NA,Amifostine | Amifostine trihydrate | Ethiofos | Gammaphos | NSC-296961 | WR-2721 | WR-2721 TRIHYDRATE | YM-08310 | Ethyol | Amifostine disulfide
652,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00002019,9606.ENSP00000269305,0,0,700,890,966,CIDs00457193,ChEMBL,CHEMBL1554,DACTINOMYCIN,4,Protein,1964,DNA inhibitor,INHIBITOR,Dactinomycin | Actinomycin d | GNF-Pf-1977 | GNF-PF-2290 | NCI-C04682 | NSC-3053 | Cosmegen | Cosmegen lyovac
653,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00001805,9606.ENSP00000269305,0,0,700,845,952,CIDs00009444,ChEMBL,CHEMBL1489,AZACITIDINE,4,Small molecule,2004,DNA (cytosine-5)-methyltransferase 3A inhibitor,INHIBITOR,Azacitidine | Ladakamycin | Vidaza | NSC-102816 | U-18,496 | U-18496 | Onureg
654,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00001805,9606.ENSP00000269305,0,0,700,845,952,CIDs00009444,ChEMBL,CHEMBL1489,AZACITIDINE,4,Small molecule,2004,DNA (cytosine-5)-methyltransferase 1 inhibitor,INHIBITOR,Azacitidine | Ladakamycin | Vidaza | NSC-102816 | U-18,496 | U-18496 | Onureg
655,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00001805,9606.ENSP00000269305,0,0,700,845,952,CIDs00009444,ChEMBL,CHEMBL1489,AZACITIDINE,4,Small molecule,2004,DNA inhibitor,INHIBITOR,Azacitidine | Ladakamycin | Vidaza | NSC-102816 | U-18,496 | U-18496 | Onureg
656,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00001805,9606.ENSP00000269305,0,0,700,845,952,CIDs00009444,ChEMBL,CHEMBL1489,AZACITIDINE,4,Small molecule,2004,RNA inhibitor,INHIBITOR,Azacitidine | Ladakamycin | Vidaza | NSC-102816 | U-18,496 | U-18496 | Onureg
657,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00001690,9606.ENSP00000269305,0,0,700,944,982,CIDs00031703,ChEMBL,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,4,Small molecule,1974,DNA topoisomerase II alpha inhibitor,INHIBITOR,Doxorubicin hydrochloride | Doxorubicin liposomal complex of the hydrochloride | Liposomal doxorubicin hydrochloride | Adriamycin | Adriamycin pfs | Adriamycin Rdf | Caelyx | Doxil | Doxil (liposomal) | Doxorubicin hydrochloride (liposomal) | Myocet | Rubex | Doxorubicin HCl
658,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00001690,9606.ENSP00000269305,0,0,700,944,982,CIDs00031703,ChEMBL,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,4,Small molecule,1974,DNA inhibitor,INHIBITOR,Doxorubicin hydrochloride | Doxorubicin liposomal complex of the hydrochloride | Liposomal doxorubicin hydrochloride | Adriamycin | Adriamycin pfs | Adriamycin Rdf | Caelyx | Doxil | Doxil (liposomal) | Doxorubicin hydrochloride (liposomal) | Myocet | Rubex | Doxorubicin HCl
659,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00000975,9606.ENSP00000269305,0,0,700,176,745,CIDs00065359,ChEMBL,CHEMBL1372,OXIGLUTATIONE,4,Small molecule,2008,Glutathione reductase ,OTHER,Glutathione disulfide | Oxiglutatione
660,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00000784,9606.ENSP00000269305,0,0,700,926,977,CIDs00000784,ChEMBL,CHEMBL71595,HYDROGEN PEROXIDE,4,Small molecule,2017,Unknown,NA,Hydrogen peroxide | Hydrogen Peroxide | Oxydol | A-101 | NSC-19892 | Crystacide | Eskata | Hioxyl | Peroxyl
661,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00000596,9606.ENSP00000269305,0,0,700,348,798,CIDs00006252,ChEMBL,CHEMBL803,CYTARABINE,4,Small molecule,1969,DNA inhibitor,INHIBITOR,Cytarabine | Ara-cytidine | Arabinosyl cytosine | NSC-287459 | U-19,920 | U-19920 | Alexan | Alexan 100 | Cytosar | Cytosar-u | Depocyt | Depocyte | Tarabine Pfs
662,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00000596,9606.ENSP00000269305,0,0,700,348,798,CIDs00006252,ChEMBL,CHEMBL803,CYTARABINE,4,Small molecule,1969,RNA inhibitor,INHIBITOR,Cytarabine | Ara-cytidine | Arabinosyl cytosine | NSC-287459 | U-19,920 | U-19920 | Alexan | Alexan 100 | Cytosar | Cytosar-u | Depocyt | Depocyte | Tarabine Pfs
663,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00000596,9606.ENSP00000269305,0,0,700,348,798,CIDs00006252,ChEMBL,CHEMBL803,CYTARABINE,4,Small molecule,1969,DNA polymerase (alpha/delta/epsilon) inhibitor,INHIBITOR,Cytarabine | Ara-cytidine | Arabinosyl cytosine | NSC-287459 | U-19,920 | U-19920 | Alexan | Alexan 100 | Cytosar | Cytosar-u | Depocyt | Depocyte | Tarabine Pfs
664,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00000581,9606.ENSP00000269305,0,0,700,451,830,CIDs00012035,ChEMBL,CHEMBL600,ACETYLCYSTEINE,4,Small molecule,1963,Glutathione precursor,NA,Acetylcysteine | N-acetyl-l-cysteine | 5052 | Rk-0202 | NSC-111180 | RK-0202 | A-cys | Acc-600 | Acetadote | Airbron | Cetylev | En-cys | Fabrol | Fluimucil | Fluimucil 600 | Fluimucil long | Fluimucil n | Ilube | Mucomyst | Mucosil | Mucosil-10 | Mucosil-20 | N-Acetyl-L-Cysteine | Oronac 600 | Parvolex | Respi-nac | Siran | Solmucol | Yournac
665,TP53,ENSG00000141510,ENSP00000269305,protein_coding,CIDm00000581,9606.ENSP00000269305,0,0,700,451,830,CIDs00012035,ChEMBL,CHEMBL600,ACETYLCYSTEINE,4,Small molecule,1963,Mycolytic,NA,Acetylcysteine | N-acetyl-l-cysteine | 5052 | Rk-0202 | NSC-111180 | RK-0202 | A-cys | Acc-600 | Acetadote | Airbron | Cetylev | En-cys | Fabrol | Fluimucil | Fluimucil 600 | Fluimucil long | Fluimucil n | Ilube | Mucomyst | Mucosil | Mucosil-10 | Mucosil-20 | N-Acetyl-L-Cysteine | Oronac 600 | Parvolex | Respi-nac | Siran | Solmucol | Yournac
666,CAV1,ENSG00000105974,ENSP00000339191,protein_coding,CIDm00145068,9606.ENSP00000339191,0,0,700,901,969,CIDs00145068,ChEMBL,CHEMBL1200689,NITRIC OXIDE,4,Small molecule,1999,Soluble guanylate cyclase activator,ACTIVATOR,Nitric oxide | OHM-11771 | Genosyl | Inomax
667,CAV1,ENSG00000105974,ENSP00000339191,protein_coding,CIDm00004666,9606.ENSP00000339191,0,0,700,822,945,CIDs00036314,ChEMBL,CHEMBL428647,PACLITAXEL,4,Small molecule,1992,Tubulin inhibitor,INHIBITOR,Paclitaxel | Taxol | ABI-007 | ABI-007 COMPONENT PACLITAXEL | BMS 181339-01 | BMS-181339-01 | DHP 107 | DHP-107 | MBT 0206 | MBT-0206 | NK 105 | NK-105 | NSC-125973 | QW-8184 | Abraxane | Pacitaxel | Paxene | Taxol 100
668,CAV1,ENSG00000105974,ENSP00000339191,protein_coding,CIDm00001125,9606.ENSP00000339191,0,0,900,191,916,CIDs00044257,ChEMBL,CHEMBL1201775,SAPROPTERIN DIHYDROCHLORIDE,4,Small molecule,2007,Phenylalanine-4-hydroxylase activator,ACTIVATOR,Sapropterin dihydrochloride | Sapropterin hydrochloride | SUN-0588 | SUN-0588 (SHIRATORI) | T-1401 | T1401 | T1401 (BIOMARIN) | Kuvan
669,CAV1,ENSG00000105974,ENSP00000339191,protein_coding,CIDm00000784,9606.ENSP00000339191,0,0,700,863,957,CIDs00000784,ChEMBL,CHEMBL71595,HYDROGEN PEROXIDE,4,Small molecule,2017,Unknown,NA,Hydrogen peroxide | Hydrogen Peroxide | Oxydol | A-101 | NSC-19892 | Crystacide | Eskata | Hioxyl | Peroxyl
670,CAV1,ENSG00000105974,ENSP00000339191,protein_coding,CIDm00000581,9606.ENSP00000339191,0,0,700,0,700,CIDs00012035,ChEMBL,CHEMBL600,ACETYLCYSTEINE,4,Small molecule,1963,Glutathione precursor,NA,Acetylcysteine | N-acetyl-l-cysteine | 5052 | Rk-0202 | NSC-111180 | RK-0202 | A-cys | Acc-600 | Acetadote | Airbron | Cetylev | En-cys | Fabrol | Fluimucil | Fluimucil 600 | Fluimucil long | Fluimucil n | Ilube | Mucomyst | Mucosil | Mucosil-10 | Mucosil-20 | N-Acetyl-L-Cysteine | Oronac 600 | Parvolex | Respi-nac | Siran | Solmucol | Yournac
